0.984466576521724,472,-1,8,3,8,5,1,3,4,7,8
0.968316353404182,202,0,2,2,4,5,1,2,4,6,8
0.966997855266552,333,1,5,2,6,5,2,3,5,6,8
0.965200108102148,65,0,1,1,2,5,1,2,4,6,8
0.964403901256879,284,0,4,4,5,5,1,4,5,6,7
0.96434268177623,458,0,2,2,8,5,1,2,4,6,8
0.963114792364848,330,0,2,2,6,5,2,3,5,6,8
0.962921615822162,503,0,7,7,8,5,1,4,6,7,8
0.962369049084186,394,0,2,2,7,5,2,3,5,6,7
0.960113736584578,397,1,5,2,7,5,2,3,5,6,7
0.959350704319823,485,0,5,5,8,5,1,5,6,7,8
0.959246640467622,138,0,2,2,3,5,2,3,5,6,8
0.958784954543405,489,1,1,6,8,5,1,3,6,7,8
0.955251569127591,412,0,4,4,7,5,1,4,6,7,8
0.953939870269532,480,-1,8,4,8,5,1,3,4,7,8
0.949904945204884,494,0,6,6,8,5,1,3,6,7,8
0.949385355326941,403,0,3,3,7,5,2,3,5,6,7
0.947166893206526,504,-1,8,7,8,5,1,3,4,7,8
0.946571153854885,358,-1,6,5,6,5,1,4,5,6,7
0.946136633408924,326,-1,6,1,6,5,1,4,5,6,7
0.93042909123697,456,-1,8,1,8,5,1,3,4,7,8
0.930414066877617,257,0,1,1,5,5,1,4,5,6,7
0.927794965486939,211,0,3,3,4,5,1,3,4,7,8
0.923265566208969,382,-1,6,8,6,5,1,5,6,7,8
0.919248310677106,429,1,5,6,7,5,1,4,5,6,7
0.916122161550552,345,1,1,4,6,5,1,4,5,6,7
0.910946787762857,350,-1,6,4,6,5,1,4,5,6,7
0.901557165173059,348,0,4,4,6,5,1,4,6,7,8
0.898674865779669,407,-1,7,3,7,5,1,3,4,7,8
0.898238572821604,339,0,3,3,6,5,1,3,6,7,8
0.885459426078721,342,-1,6,3,6,5,2,3,5,6,8
0.884516592450004,17,-1,1,3,1,5,1,3,4,7,8
0.883426992177819,212,-1,4,3,4,5,1,3,4,7,8
0.875236873465912,275,0,3,3,5,5,2,3,5,6,7
0.848701170927434,155,-1,3,4,3,5,1,3,4,7,8
0.848147044967599,179,-1,3,7,3,5,1,3,4,7,8
0.844878380558547,156,-3,4,4,3,5,1,3,4,7,8
0.841340130733929,374,-1,6,7,6,5,1,4,5,6,7
0.840648298209096,334,-1,6,2,6,5,2,3,5,6,8
0.835415749475759,430,0,6,6,7,5,1,5,6,7,8
0.828534342234519,129,0,1,1,3,5,1,3,6,7,8
0.828473804228012,344,1,8,3,6,5,2,3,5,6,8
0.819173832445893,496,-1,8,6,8,5,1,3,6,7,8
0.817758841326748,131,-1,3,1,3,5,1,3,4,7,8
0.813772132952757,19,-3,3,3,1,5,1,3,4,7,8
0.788663773309555,497,1,1,7,8,5,1,3,6,7,8
0.785320712960437,464,-1,8,2,8,5,2,3,5,6,8
0.781124525135711,488,-1,8,5,8,5,2,3,5,6,8
0.777730274818427,139,-1,3,2,3,5,2,3,5,6,8
0.771909790206422,163,-1,3,5,3,5,2,3,5,6,8
0.768237541445622,82,-1,2,3,2,5,2,3,5,6,7
0.766598882051057,277,-1,5,3,5,5,2,3,5,6,7
0.742116682666896,122,-1,2,8,2,5,2,3,5,6,8
0.739293138014958,183,-3,7,7,3,5,1,3,6,7,8
0.73736293121324,317,-1,5,8,5,5,2,3,5,6,8
0.729603377911488,171,-1,3,6,3,5,2,3,5,6,7
0.718204666429392,83,-3,3,3,2,5,2,3,5,6,8
0.712052032926332,165,-3,5,5,3,5,2,3,5,6,8
0.706223522325619,128,-3,8,8,2,5,2,3,5,6,8
0.701148570904534,320,-3,8,8,5,5,2,3,5,6,8
0.679620624028542,174,-3,6,6,3,5,1,3,6,7,8
0.659911344903246,409,1,1,4,7,5,1,4,6,7,8
0.658595528078108,228,-1,4,5,4,5,1,4,5,6,7
0.650772039051036,447,-1,7,8,7,5,1,5,6,7,8
0.649095644484557,33,-1,1,5,1,5,1,5,6,7,8
0.639650104999393,415,-1,7,4,7,5,1,4,5,6,7
0.62354464439311,285,-1,5,4,5,5,1,4,5,6,7
0.615042576285441,391,-1,7,1,7,5,1,4,5,6,7
0.608723459280894,261,-1,5,1,5,5,1,4,5,6,7
0.608586891693885,229,-3,5,5,4,5,1,4,5,6,7
0.593601816072974,37,-3,5,5,1,5,1,4,5,6,7
0.552144145571982,462,1,6,2,8,5,1,2,4,6,8
0.549513226642064,70,1,6,1,2,5,1,2,4,6,8
0.549360642325323,457,1,1,2,8,5,1,2,4,6,8
0.548608879127976,206,1,6,2,4,5,1,2,4,6,8
0.526336089517173,425,1,1,6,7,5,1,5,6,7,8
0.52583793871681,201,1,1,2,4,5,1,2,4,6,8
0.479708323961317,244,-1,4,7,4,5,1,3,4,7,8
0.465797620546145,49,-1,1,7,1,5,1,3,4,7,8
0.465025245173267,385,0,1,1,7,5,1,4,5,6,7
0.421706997646775,204,-1,4,2,4,5,1,2,4,6,8
